tid,zid,pid,uid,created,modified,txt,velocity,mod,lang,lang_confidence,active,is_meta,tweet_id,quote_src_url,anon,is_seed
4,51,0,138,1.69458E+12,1.69458E+12,Asuminen on liian kallista,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,TRUE
5,51,0,138,1.69458E+12,1.69458E+12,Rasismi on yhä ongelma Suomessa,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,TRUE
8,51,0,138,1.69458E+12,1.69458E+12,Suomen pitää tehdä enemmän Itämeren suojelemiseksi,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,TRUE
9,51,0,138,1.69458E+12,1.69458E+12,Lasten harrastukset ovat liian kalliita,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,TRUE
10,51,0,138,1.69458E+12,1.69458E+12,Ilmaston kannalta haitallisten yritystukien määrää pitäisi vähentää (esim. lentoliikenne),1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,TRUE
11,51,0,138,1.69458E+12,1.69458E+12,Hyvätuloisille ei tarvitse maksaa lapsilisiä,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,TRUE
12,51,0,138,1.69458E+12,1.69458E+12,Koko Suomi tulee pitää asuttuna,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,TRUE
13,51,0,138,1.69458E+12,1.69458E+12,"Asevelvollisuuden pitää koskea kaikkia, myös naisia",1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,TRUE
14,51,0,138,1.69458E+12,1.69458E+12,"Vaikka kaikki suomalaiset saataisiin töihin, tarvitaan työperäistä maahanmuuttoa",1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,TRUE
15,51,0,138,1.69458E+12,1.69458E+12,Saan verorahoilleni tarpeeksi vastinetta,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,TRUE
16,51,0,138,1.69458E+12,1.69458E+12,"Kannatan huumeiden käyttöhuoneita, mikäli ne vähentävät huumekuolemia",1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,TRUE
17,51,0,138,1.69458E+12,1.69458E+12,"Varhaiskasvattajien palkkoja pitää nostaa, jotta päiväkoteihin saadaan tarpeeksi henkilökuntaa",1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,TRUE
19,51,0,138,1.69458E+12,1.69458E+12,En uskalla osallistua yhteiskunnalliseen keskusteluun omalla nimelläni,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,TRUE
26,51,0,138,1.69458E+12,1.69458E+12,Koen edustavani vähemmistöä,1,1,fi,1,TRUE,TRUE,NULL,NULL,FALSE,TRUE
25,51,0,138,1.69458E+12,1.69458E+12,Minulla on korkeakoulututkinto,1,1,fi,1,TRUE,TRUE,NULL,NULL,FALSE,TRUE
24,51,0,138,1.69458E+12,1.69458E+12,Olen puolueen jäsen,1,1,fi,1,TRUE,TRUE,NULL,NULL,FALSE,TRUE
23,51,0,138,1.69458E+12,1.69458E+12,Äänestin viime eduskuntavaaleissa,1,1,fi,1,TRUE,TRUE,NULL,NULL,FALSE,TRUE
22,51,0,138,1.69458E+12,1.69458E+12,Olen alle 35-vuotias,1,1,fi,1,TRUE,TRUE,NULL,NULL,FALSE,TRUE
21,51,0,138,1.69458E+12,1.69458E+12,Asun yli 50 000 asukkaan kaupungissa,1,1,fi,1,TRUE,TRUE,NULL,NULL,FALSE,TRUE
18,51,0,138,1.69458E+12,1.69459E+12,"Koen, että pärjään taloudellisesti paremmin kuin muut",1,1,fi,1,TRUE,TRUE,NULL,NULL,FALSE,TRUE
7,51,0,138,1.69458E+12,1.69459E+12,Jokaisella on vastuu huolehtia kunnioittavasta julkisesta keskustelusta,1,-1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,TRUE
6,51,0,138,1.69458E+12,1.69459E+12,"Julkinen keskustelu on mennyt vaikeaksi,  mitään ei saa sanoa loukkaamatta toisia",1,-1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,TRUE
27,51,0,138,1.69459E+12,1.69459E+12,"Koen, että mitään ei voi enää sanoa loukkaamatta toisia",1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,TRUE
31,51,2,2934,1.69472E+12,1.69476E+12,"Muissa pohjoismaissa ei ole kestävyysvajetta, koska maahanmuuttoa.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
32,51,8,2940,1.69473E+12,1.69476E+12,Mielestäni rasisteja ei pitäisi päästää hallitukseen.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
35,51,11,2943,1.69473E+12,1.69476E+12,Sosiaalinen media heikentää hyvinvointia,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
45,51,31,2964,1.69473E+12,1.69476E+12,Valtion tulee tukea asuntorakentamista ja joukkoliikennettä niiden hinnan alentamiseksi ja yhteiskuntarakenteen tiivistämiseksi,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
40,51,27,2960,1.69473E+12,1.69476E+12,Oman uskonnon opetus tulisi korvata peruskoulussa kaikille yhteisellä elämänkatsomustiedolla.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
46,51,31,2964,1.69473E+12,1.69476E+12,"Suomen on lisättävä investointeja opetukseen, tutkimukseen, kehitykseen ja innovaatioihin kilpailukyvyn parantamiseksi",1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
47,51,34,2967,1.69473E+12,1.69476E+12,Näkymättömien olentojen ei pitäisi antaa vaikuttaa poliittisiin päätöksiin,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
48,51,36,2969,1.69473E+12,1.69476E+12,Internetin kuplat (äänekkäät kaikesta loukkaantujat ja vastakkaisen mielipiteen hiljentäjät) pilaavat yhteiskunnan kehityksen.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
51,51,36,2969,1.69473E+12,1.69476E+12,Liian suuri osa suomalaista elää tukien varassa.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
33,51,11,2943,1.69473E+12,1.69476E+12,Ilmastonmuutoksen torjumiseksi Suomeen tulisi rakentaa lisää ydinvoimaa,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
29,51,2,2934,1.69472E+12,1.69476E+12,Suomen äänen pitäisi kuulua paremmin EUssa.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
28,51,2,2934,1.69472E+12,1.69476E+12,Etujärjestöt jarruttavat Suomen uusiutumista.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
30,51,3,2935,1.69472E+12,1.69476E+12,Suomen pitäisi panostaa ulkomaisen työvoiman houkutteluun huomattavasti enemmän,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
34,51,14,2946,1.69473E+12,1.69476E+12,"Löydän verkosta tarvitsemani arjen julkiset palvelut, ja osaan myös käyttää niitä.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
36,51,16,2948,1.69473E+12,1.69476E+12,Perustulo takaisi jokaiselle ihmisarvoisen elämän ja osallistumisen yhteiskunnan toimintaan,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
37,51,26,2959,1.69473E+12,1.69476E+12,"Jos julkisia palveluita lisätään, pitää samalla uskaltaa korottaa veroja.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
38,51,27,2960,1.69473E+12,1.69476E+12,"Porojen määrää tulisi vähentää alueilla, jotka kärsivät ylilaidunnuksesta.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
39,51,27,2960,1.69473E+12,1.69476E+12,Saamelaiskäräjälaki tulisi hyväksyä viimeisimmän hallituksen esityksen mukaisesti.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
41,51,31,2964,1.69473E+12,1.69476E+12,Suomen hiilineutraaliustavoitteesta on pidettävä kiinni,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
43,51,31,2964,1.69473E+12,1.69476E+12,Suomen tulee houkutella lisää ulkomaisia opiskelijoita ja heitä jäämään maahan valmistumisen jälkeen,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
42,51,31,2964,1.69473E+12,1.69477E+12,Verotusta on uudistettava ansiotuloverotuksesta enemmän kuluttamisen verottamisen suuntaan,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
44,51,32,2965,1.69473E+12,1.69477E+12,Jo maksussa olevia työeläkkeitä pitäisi voida leikata tai muuten rajoittaa.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
49,51,36,2969,1.69473E+12,1.69477E+12,Työn verotus on liian ankaraa.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
52,51,36,2969,1.69473E+12,1.69477E+12,Nuorisorikollisuuden rangaistuksia on kovennettava.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
50,51,36,2969,1.69473E+12,1.6948E+12,"Asumistuki on lopetettava täysin, koska se vääristää asuntomarkkinat.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
56,51,36,2969,1.69473E+12,1.69476E+12,Suomen julkinen sektori on liian suuri ja taloudellisesti kestämätön.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
60,51,36,2969,1.69473E+12,1.69476E+12,Suomen tulee jatkaa Ukrainan tukemista kustannuksista riippumatta.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
67,51,36,2969,1.69473E+12,1.69476E+12,Yhteinen kansalaispalkka eri tukien tilalle - Kelan byrokratia romukoppaan.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
69,51,36,2969,1.69473E+12,1.69476E+12,Ydinvoimaa tulee rakentaa lisää (luotettava ja ympäristöystävällinen vaihtoehto).,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
71,51,39,2972,1.69473E+12,1.69476E+12,Huumekuolemia kannattaisi pyrkiä ehkäisemään painottamalla sanan voimaa pillerivoiman sijaan.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
72,51,40,2973,1.69473E+12,1.69476E+12,Autoritaarisuus on uhka yhteiskunnalle.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
73,51,40,2973,1.69473E+12,1.69476E+12,Uskonnollisuus haittaa poliitikon arvostelukykyä.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
75,51,39,2972,1.69473E+12,1.69476E+12,Rahapoliitikassa korkokeskustelun ja marginaalien kanssa samalle viivalle lainojen takaisinmaksuerien realiteetit.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
76,51,44,2977,1.69474E+12,1.69476E+12,Presidenttipelissä sananvuoroa ja näkyvyyttä kaikille kandidaateille riippumatta mahd. ennakoidusta lopputuloksesta ja mediaseksikkyydestä.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
81,51,48,2982,1.69474E+12,1.69476E+12,"Kännyköiden käytöstä on päätettävä kouluissa, ei eduskunnassa.",1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
82,51,48,2982,1.69474E+12,1.69476E+12,"Vaaleissa pitäisi äänestää asioista, ei ihmisistä.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
83,51,48,2982,1.69474E+12,1.69476E+12,Ylikulutukseen perustuvaa talousjärjestelmäämme on muutettava.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
84,51,50,2984,1.69474E+12,1.69476E+12,Nykyinen hallitus on epäonnistunut,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
88,51,48,2982,1.69474E+12,1.69476E+12,Laitaoikeisto toimii Venäjän hyväksi.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
89,51,48,2982,1.69474E+12,1.69476E+12,Oikeistoa yhdistää itsekkyys.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
86,51,49,2983,1.69474E+12,1.69476E+12,On tärkeää irtisanoutua rasismista ja syrjinnästä.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
59,51,36,2969,1.69473E+12,1.69477E+12,Suomen tulee olla vahva jäsen NATO:ssa.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
91,51,53,2987,1.69474E+12,1.69477E+12,"Verotus tulisi palauttaa 90-luvun alun tasolle, jolloin Suomi oli lähes velaton ja tasa-arvoisempi maa.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
87,51,48,2982,1.69474E+12,1.69477E+12,Lemmikki- ja tuotantoeläimiin on sovellettava samoja hyvinvointisäädöksiä.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
97,51,53,2987,1.69474E+12,1.69477E+12,Lakko-oikeus on todella tärkeä ja ydinarvo yhteiskunnassa.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
55,51,36,2969,1.69473E+12,1.69477E+12,Maan talous on saatava kuntoon pikaisesti.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
58,51,36,2969,1.69473E+12,1.69477E+12,"Poliittinen keskustelu ja ilmapiiri on liian ""blokkiutunut""",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
61,51,39,2972,1.69473E+12,1.69477E+12,"Hallituksen olisi annettava tulo- ja menoerämuutokset samalla sekä euromääräisenä, että prosentuaalisesti.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
63,51,36,2969,1.69473E+12,1.69477E+12,Toimiva lento- ja laivaliikenne ovat Suomen elinkeinoelämän kannalta elintärkeitä aloja.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
64,51,36,2969,1.69473E+12,1.69477E+12,Junatunnelin mahdollisuutta Viroon tulee selvittää edelleen (--> suora raideyhteys Keski-Eurooppaan).,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
68,51,36,2969,1.69473E+12,1.69477E+12,Kiinteä tasavero% kaikille kansalaisille ja kaikille tuloluokille - yksinkertaisuus on parasta.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
77,51,44,2977,1.69474E+12,1.69477E+12,Mahd. kaivosteollisuuspäätöksissä on ennakoitava laajasti tulevaisuuden pohjavesivaikutukset ja koko Suomen vesihuolto elämän perustana.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
78,51,48,2982,1.69474E+12,1.69477E+12,Suuryrityksien voittoja pitäisi verottaa enemmän.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
79,51,48,2982,1.69474E+12,1.69477E+12,Verotuksen painopistettä on siirrettävä ansiotuloverotuksesta yritysten verottamiseen.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
85,51,48,2982,1.69474E+12,1.69477E+12,Populismin nousu johtuu yhteiskuntaluokkien etääntymisestä toisistaan.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
90,51,48,2982,1.69474E+12,1.69477E+12,"Suurin osa äänestäjistä ei ymmärrä, kuinka valtiontalous toimii.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
92,51,53,2987,1.69474E+12,1.69477E+12,Palkalla pitää voida elää kohtuullisesti. Suomi tarvitsee hyvän minimipalkan. 2/3 mediaani- tai keskipalkasta (kumpi tahansa korkeampi).,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
93,51,53,2987,1.69474E+12,1.69477E+12,Lentopolttoaineen verotus tulisi olla moninkertainen muihin haittaveroihin nähden. Lentämisen tuet tulisi lakkauttaa.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
94,51,53,2987,1.69474E+12,1.69477E+12,Valtion tuottavaa omaisuutta ei pitäisi myydä budjettivajeen paikkaamiseksi.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
95,51,53,2987,1.69474E+12,1.69477E+12,"Verorahoilla kustannetaan paljon hyvää koulutuksesta terveydenhuoltoon, imfrastruktuuriin, poliisiin ja pvn toimintaan. Verot ovat hyvästä.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
98,51,55,2989,1.69474E+12,1.69477E+12,"Se, että ei voi ostaa kaikkea, mitä haluaa, ei ole köyhyyttä.",1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
53,51,36,2969,1.69473E+12,1.6948E+12,Ulkomaalaistaustaisten rikoksiin syyllistyneiden nopea ja automaattinen karkoitus maasta on toteutettava.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
65,51,36,2969,1.69473E+12,1.6948E+12,"Sote-uudistuksen ylimääräinen ""hyvinvointialueiden""-hallintokerros tulee purkaa turhana byrokratiana ja kustannuksena.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
66,51,39,2972,1.69473E+12,1.6948E+12,Kanta.fi palveluissa on hoitohenkilösten tekemien kirjausten korjaus oltava asiakkaalle/potilaalle yksinkertaisempaa.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
70,51,40,2973,1.69473E+12,1.6948E+12,Metsää ei saa hakata aurinkovoimaloiden tieltä.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
74,51,39,2972,1.69473E+12,1.6948E+12,"Lisättävä informaatiota siitä, miten Suomen poliittiset puolueet sijoittuvat EU-puoluekartalla.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
80,51,48,2982,1.69474E+12,1.69485E+12,Nuorten miesten väkivaltaisuus on yhteiskunnallinen ongelma.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
96,51,53,2987,1.69474E+12,1.69485E+12,Palkat ovat jääneet pahasti jälkeen hintakehityksestä. Palkkoja tulisi nostaa.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
62,51,36,2969,1.69473E+12,1.69494E+12,Venäjä on uhka Suomelle (poliittisesti ja/tai sotilaallisesti) ja Suomen tulee olla varautunut.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
3258,51,6640,9863,1.696E+12,1.69623E+12,Rasismia joko on tai ei ole.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
130,51,59,2994,1.69474E+12,1.69493E+12,Kiinteistöveron pitäisi olla nykyistä korkeampi rikkaampien alueella,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
137,51,61,2996,1.69475E+12,1.69476E+12,Tuetaan Ukrainaa ja autetaan sotaa paenneita,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
123,51,59,2994,1.69474E+12,1.69476E+12,"Jos kotain on pakko verotttaa, verotetaan mielummin ympäristölle haitallista toimintaa kuin työtä",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
114,51,56,2991,1.69474E+12,1.69477E+12,"Olisi hyvä, että koko Suomi pysyisi asetettuna nykyisellä tasolla",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
115,51,56,2991,1.69474E+12,1.69477E+12,"Kehitetään, koska suurin osa asuu kaupungeissa",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
100,51,55,2989,1.69474E+12,1.69477E+12,"Epätasa-arvo näkyy perheissä niin, että molemmat maksavat autosta, jota vain mies käyttää.",1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
106,51,55,2989,1.69474E+12,1.69477E+12,Pienet tuloerot lisäävät yhteiskunnan vakautta.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
131,51,60,2995,1.69474E+12,1.69477E+12,Ihmisiltä puuttuu toiveikas visio tulevaisuudesta.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
147,51,61,2996,1.69475E+12,1.69477E+12,Monimutkaisten kotitalousvähennysten sijaan lasketaan kaikkien suomalaisten verotusta vähän,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
99,51,55,2989,1.69474E+12,1.69477E+12,"Yhteiskunta on rakennettava sellaiseksi, että ihmiset eivät tarvitse autoja.",1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
102,51,55,2989,1.69474E+12,1.69477E+12,Uskontokuntaan liittymiselle on säädettävä alaikäraja.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
